Age,Gender,Education Level,Job Title,Years of Experience,Salary
49,Female,Master's,Software Engineer,9,94661
49,Male,PhD,Data Analyst,18,166562
37,Female,PhD,Senior Manager,10,100780
38,Female,PhD,Director,2,42046
44,Female,Master's,Software Engineer,19,162853
48,Male,Master's,Sales Associate,2,46060
25,Male,Master's,Data Analyst,23,179027
46,Male,Bachelor's,Senior Manager,1,32733
41,Female,PhD,Data Analyst,12,120893
23,Male,Bachelor's,Software Engineer,18,164417
24,Male,PhD,Director,10,99564
30,Male,Bachelor's,Sales Associate,5,63342
36,Female,Master's,Sales Associate,19,155036
51,Female,Bachelor's,Sales Associate,20,169957
34,Male,Bachelor's,Senior Manager,23,176430
51,Female,PhD,Director,9,98711
41,Male,Master's,Senior Manager,13,119830
30,Male,PhD,Director,9,92718
52,Male,PhD,Software Engineer,6,72717
49,Female,PhD,Senior Manager,19,163247
23,Female,Master's,Director,8,95819
50,Male,Bachelor's,Senior Manager,11,113277
47,Male,Bachelor's,Director,10,105623
36,Female,Master's,Data Analyst,18,153935
46,Male,Master's,Senior Manager,23,184989
28,Male,PhD,Sales Associate,17,151707
44,Male,Bachelor's,Senior Manager,12,106331
29,Female,Bachelor's,Director,19,166234
26,Male,PhD,Senior Manager,16,139790
30,Female,Bachelor's,Director,2,41624
27,Male,Bachelor's,Software Engineer,2,41420
27,Male,Master's,Senior Manager,1,39529
56,Female,Bachelor's,Software Engineer,11,115295
56,Male,Master's,Software Engineer,21,167410
50,Female,Master's,Director,8,84843
52,Male,Master's,Software Engineer,10,97000
36,Male,Bachelor's,Senior Manager,23,183284
43,Female,Bachelor's,Data Analyst,21,182705
53,Female,Master's,Sales Associate,17,137396
41,Male,Bachelor's,Senior Manager,7,80417
50,Female,PhD,Sales Associate,3,52854
38,Male,PhD,Director,0,28294
35,Female,Master's,Software Engineer,3,40399
54,Male,PhD,Software Engineer,7,82476
35,Male,Bachelor's,Sales Associate,14,122179
40,Female,Master's,Senior Manager,2,43189
26,Female,Bachelor's,Software Engineer,3,47469
41,Female,PhD,Director,5,62637
45,Female,Master's,Sales Associate,16,137397
37,Male,Bachelor's,Sales Associate,15,144247
47,Male,Bachelor's,Director,14,135948
39,Male,Bachelor's,Software Engineer,6,74006
38,Male,PhD,Sales Associate,9,92249
38,Female,PhD,Data Analyst,2,55135
55,Male,PhD,Senior Manager,6,70682
50,Male,Master's,Senior Manager,22,182898
39,Female,Bachelor's,Sales Associate,24,192172
46,Female,Bachelor's,Director,16,142713
53,Male,Bachelor's,Senior Manager,23,181571
39,Female,Bachelor's,Software Engineer,16,133517
54,Female,PhD,Sales Associate,1,43184
29,Female,Bachelor's,Director,25,196098
45,Male,PhD,Director,2,46802
36,Female,PhD,Director,17,153881
26,Female,PhD,Director,6,73432
56,Male,PhD,Director,10,103012
41,Female,Master's,Data Analyst,16,139620
43,Female,Master's,Sales Associate,11,107151
42,Female,Master's,Senior Manager,6,78731
43,Female,PhD,Senior Manager,8,92379
44,Male,Master's,Director,9,90639
55,Male,Master's,Data Analyst,24,193628
58,Female,Master's,Director,20,163025
46,Female,Bachelor's,Director,11,108081
36,Female,Master's,Senior Manager,5,64140
42,Female,Master's,Senior Manager,20,167598
49,Female,PhD,Senior Manager,4,56708
42,Female,Master's,Senior Manager,5,66256
32,Female,PhD,Data Analyst,9,101123
45,Male,PhD,Data Analyst,22,186366
56,Male,Master's,Data Analyst,3,52877
26,Female,PhD,Data Analyst,3,54657
25,Female,PhD,Director,12,114975
59,Female,PhD,Sales Associate,7,80068
53,Male,PhD,Data Analyst,14,133361
38,Male,Master's,Senior Manager,11,107267
23,Male,Bachelor's,Senior Manager,11,112363
57,Male,PhD,Sales Associate,3,46089
52,Male,Master's,Senior Manager,4,60406
45,Male,Bachelor's,Sales Associate,21,174483
52,Male,Master's,Sales Associate,22,185218
46,Female,PhD,Senior Manager,6,78005
48,Male,Bachelor's,Software Engineer,3,59674
56,Female,PhD,Data Analyst,1,40869
37,Female,Bachelor's,Data Analyst,15,130226
42,Female,PhD,Sales Associate,18,154957
52,Female,PhD,Senior Manager,9,95513
32,Female,Master's,Senior Manager,17,141954
45,Male,Bachelor's,Sales Associate,18,160337
35,Female,Master's,Director,23,185106
24,Male,Bachelor's,Data Analyst,2,33125
28,Male,PhD,Director,5,61770
26,Female,PhD,Director,2,52618
43,Female,PhD,Software Engineer,22,183908
27,Male,Bachelor's,Sales Associate,20,169662
43,Male,Master's,Director,14,135163
50,Female,PhD,Data Analyst,2,39727
46,Female,Master's,Software Engineer,7,75083
50,Male,Bachelor's,Director,7,87198
41,Male,Bachelor's,Senior Manager,14,137680
50,Male,PhD,Sales Associate,6,72103
52,Male,Master's,Sales Associate,2,41676
32,Male,Master's,Software Engineer,18,157849
55,Male,Bachelor's,Senior Manager,7,82247
58,Female,Master's,Sales Associate,11,110719
50,Male,PhD,Director,3,47597
59,Female,Bachelor's,Data Analyst,20,169040
24,Female,Master's,Director,14,131383
28,Female,Master's,Software Engineer,23,184960
56,Male,Bachelor's,Director,12,117882
23,Female,Master's,Software Engineer,24,191051
44,Male,PhD,Director,22,182189
32,Female,PhD,Senior Manager,14,138482
39,Male,Bachelor's,Sales Associate,23,185110
37,Male,Master's,Data Analyst,8,93688
29,Female,PhD,Software Engineer,9,95418
44,Female,Bachelor's,Senior Manager,1,39978
30,Female,Bachelor's,Sales Associate,15,141019
37,Female,Bachelor's,Sales Associate,18,161197
51,Female,PhD,Senior Manager,19,162142
47,Female,PhD,Director,4,54342
47,Male,Master's,Director,11,115048
41,Female,Bachelor's,Software Engineer,4,59825
29,Female,Bachelor's,Sales Associate,17,150975
39,Male,Master's,Data Analyst,4,52540
40,Female,PhD,Software Engineer,23,184613
30,Male,PhD,Data Analyst,6,70296
45,Female,PhD,Sales Associate,7,74935
41,Male,Master's,Software Engineer,21,170727
34,Male,PhD,Data Analyst,11,110703
30,Female,PhD,Software Engineer,1,42148
27,Male,PhD,Director,12,103775
55,Male,Master's,Software Engineer,2,42750
58,Male,Bachelor's,Director,25,191807
53,Male,Bachelor's,Software Engineer,15,129349
45,Female,PhD,Software Engineer,6,74968
59,Male,Bachelor's,Director,14,129485
40,Female,PhD,Sales Associate,2,39571
24,Female,PhD,Data Analyst,20,168888
36,Female,Bachelor's,Data Analyst,23,193142
29,Male,Master's,Data Analyst,22,177752
48,Male,PhD,Software Engineer,9,88874
33,Female,PhD,Software Engineer,8,88904
40,Female,Bachelor's,Sales Associate,1,32981
58,Male,PhD,Director,16,149817
60,Male,Master's,Senior Manager,13,123160
42,Male,Master's,Software Engineer,11,115225
32,Male,Master's,Senior Manager,23,184181
39,Male,Master's,Software Engineer,4,60930
55,Male,PhD,Senior Manager,0,23995
31,Male,PhD,Data Analyst,2,39156
24,Male,PhD,Data Analyst,6,69839
53,Female,Bachelor's,Data Analyst,1,28411
42,Male,Master's,Sales Associate,13,115241
56,Male,Master's,Sales Associate,8,84960
48,Female,Bachelor's,Senior Manager,5,64483
23,Male,Master's,Data Analyst,19,166663
52,Male,Master's,Software Engineer,5,68605
29,Male,Bachelor's,Sales Associate,17,150649
27,Male,PhD,Software Engineer,9,93990
43,Female,PhD,Sales Associate,13,119938
39,Male,Bachelor's,Sales Associate,23,185954
33,Female,Master's,Data Analyst,1,37984
44,Female,PhD,Sales Associate,13,124438
50,Female,Master's,Data Analyst,21,162906
41,Female,Bachelor's,Sales Associate,15,137785
52,Female,PhD,Senior Manager,7,79152
38,Female,PhD,Data Analyst,10,104631
41,Female,Master's,Software Engineer,17,150672
43,Male,Bachelor's,Director,22,179686
34,Male,Master's,Data Analyst,1,38529
36,Male,Master's,Software Engineer,2,43307
41,Male,Bachelor's,Senior Manager,8,89137
56,Female,PhD,Sales Associate,6,71987
43,Female,Bachelor's,Sales Associate,7,73510
26,Male,PhD,Senior Manager,6,70473
50,Female,Master's,Director,5,55701
42,Female,PhD,Data Analyst,3,54746
37,Male,PhD,Software Engineer,23,190188
48,Male,Bachelor's,Sales Associate,4,48655
28,Female,Bachelor's,Sales Associate,5,65876
52,Male,Bachelor's,Software Engineer,6,82119
49,Female,PhD,Data Analyst,23,197226
29,Male,Master's,Software Engineer,19,159992
54,Female,Bachelor's,Senior Manager,20,165896
29,Male,PhD,Sales Associate,3,47976
48,Male,Bachelor's,Director,21,173222
36,Female,PhD,Senior Manager,10,110165
51,Female,Bachelor's,Sales Associate,7,78078
24,Female,Master's,Senior Manager,14,125333
31,Female,PhD,Director,21,171683
40,Male,Bachelor's,Data Analyst,19,162007
49,Male,Bachelor's,Software Engineer,22,174628
45,Female,Bachelor's,Sales Associate,23,180029
58,Male,Master's,Data Analyst,6,72971
43,Male,PhD,Data Analyst,11,109834
33,Male,Master's,Sales Associate,0,33519
38,Male,Bachelor's,Data Analyst,22,184729
25,Male,PhD,Senior Manager,4,54090
26,Female,PhD,Senior Manager,22,174280
42,Male,Bachelor's,Software Engineer,8,93278
59,Female,PhD,Director,9,100582
31,Female,Master's,Director,1,32914
52,Male,Bachelor's,Data Analyst,8,86217
36,Female,Master's,Director,22,182351
23,Female,Bachelor's,Data Analyst,1,37228
28,Male,Bachelor's,Data Analyst,10,102476
46,Male,PhD,Sales Associate,1,36288
31,Male,Bachelor's,Software Engineer,9,97484
54,Female,PhD,Director,4,58038
36,Male,PhD,Software Engineer,6,79793
31,Male,Master's,Senior Manager,22,177316
52,Male,Master's,Software Engineer,11,101223
28,Female,PhD,Senior Manager,7,76775
58,Female,Bachelor's,Data Analyst,15,123153
31,Male,PhD,Director,4,69021
53,Male,PhD,Data Analyst,6,83928
42,Female,Bachelor's,Software Engineer,14,120757
50,Male,Bachelor's,Data Analyst,6,70461
27,Female,Master's,Director,17,149817
30,Male,PhD,Software Engineer,12,126231
30,Female,Bachelor's,Senior Manager,19,166552
27,Male,Bachelor's,Director,24,189541
32,Male,Master's,Sales Associate,3,47520
54,Female,Master's,Software Engineer,8,93434
50,Female,Master's,Sales Associate,8,90529
34,Female,Master's,Sales Associate,4,57402
36,Male,Bachelor's,Sales Associate,20,168246
50,Female,Master's,Software Engineer,19,158870
53,Female,Bachelor's,Senior Manager,12,123476
38,Male,Bachelor's,Sales Associate,13,117497
50,Male,PhD,Software Engineer,1,41077
44,Female,PhD,Data Analyst,14,128962
60,Male,PhD,Sales Associate,20,155986
48,Male,Bachelor's,Software Engineer,14,129985
50,Female,PhD,Director,7,73420
54,Female,Bachelor's,Data Analyst,17,141715
27,Female,PhD,Senior Manager,9,91889
36,Male,Bachelor's,Senior Manager,14,133353
41,Female,Master's,Data Analyst,12,117275
28,Male,Bachelor's,Software Engineer,10,102997
36,Female,Master's,Director,18,148843
48,Female,Bachelor's,Data Analyst,22,176256
32,Female,PhD,Director,0,26661
40,Female,PhD,Director,23,187195
27,Female,Bachelor's,Sales Associate,13,124250
26,Male,Bachelor's,Sales Associate,18,153408
36,Male,PhD,Sales Associate,21,171244
50,Male,PhD,Software Engineer,12,117809
42,Female,Master's,Director,21,169228
46,Female,Bachelor's,Sales Associate,4,63566
37,Female,PhD,Sales Associate,4,51876
44,Male,PhD,Senior Manager,16,144012
40,Female,Bachelor's,Sales Associate,22,179968
37,Male,Bachelor's,Software Engineer,22,181089
23,Female,PhD,Senior Manager,16,139031
54,Female,Master's,Software Engineer,13,126629
58,Female,Bachelor's,Sales Associate,8,86570
42,Male,PhD,Data Analyst,25,184083
39,Male,Master's,Director,8,93531
51,Male,PhD,Data Analyst,19,153708
22,Female,Bachelor's,Data Analyst,13,128943
27,Male,Bachelor's,Software Engineer,15,136309
33,Male,PhD,Software Engineer,10,104653
25,Female,PhD,Sales Associate,24,186808
24,Male,PhD,Senior Manager,14,135801
58,Female,Bachelor's,Director,23,184253
29,Male,PhD,Sales Associate,0,27893
45,Female,PhD,Sales Associate,14,120910
42,Male,Master's,Data Analyst,18,146493
33,Female,Master's,Data Analyst,19,162652
47,Female,PhD,Sales Associate,23,179027
34,Female,PhD,Senior Manager,0,20000
39,Male,Bachelor's,Director,0,24693
36,Female,Master's,Software Engineer,12,117675
57,Male,PhD,Director,1,27592
57,Female,Bachelor's,Software Engineer,24,197251
36,Female,Bachelor's,Software Engineer,6,67795
31,Female,Master's,Sales Associate,12,113127
50,Male,Bachelor's,Data Analyst,2,35971
34,Female,Bachelor's,Software Engineer,13,113947
40,Female,Master's,Data Analyst,9,97504
43,Male,Master's,Director,1,36122
60,Male,Bachelor's,Sales Associate,8,92916
37,Female,Bachelor's,Director,10,97144
38,Female,PhD,Senior Manager,25,185903
25,Male,PhD,Senior Manager,5,76376
47,Male,Master's,Data Analyst,14,127913
29,Female,PhD,Software Engineer,25,193324
45,Female,Master's,Director,20,171072
31,Female,Bachelor's,Senior Manager,25,189652
58,Female,Master's,Data Analyst,24,185401
25,Male,Master's,Data Analyst,12,120941
57,Female,PhD,Data Analyst,17,160232
43,Female,Master's,Sales Associate,3,42232
58,Male,Master's,Sales Associate,11,109350
41,Male,Bachelor's,Director,20,169971
24,Male,Bachelor's,Sales Associate,13,122583
30,Female,PhD,Software Engineer,18,150572
35,Male,Bachelor's,Software Engineer,19,154121
58,Female,PhD,Software Engineer,6,65733
51,Female,PhD,Data Analyst,22,187973
45,Male,PhD,Software Engineer,11,120598
39,Female,PhD,Senior Manager,5,64729
39,Female,PhD,Software Engineer,22,176483
47,Female,Master's,Software Engineer,10,102296
49,Male,PhD,Data Analyst,19,157843
40,Female,PhD,Data Analyst,14,126611
52,Female,Master's,Sales Associate,10,92996
42,Male,Master's,Software Engineer,20,167898
42,Female,Bachelor's,Sales Associate,15,133855
47,Female,Master's,Senior Manager,10,92397
52,Male,Master's,Senior Manager,3,45345
45,Male,Master's,Sales Associate,22,173655
57,Male,Master's,Director,1,29237
55,Male,Master's,Senior Manager,22,174870
51,Female,Bachelor's,Director,9,94445
40,Male,Master's,Sales Associate,16,141369
45,Female,Master's,Director,23,194946
41,Female,Bachelor's,Software Engineer,4,58592
22,Female,PhD,Data Analyst,14,132391
47,Female,Master's,Sales Associate,19,162104
57,Female,PhD,Director,19,153274
42,Male,Master's,Director,13,123056
28,Male,Master's,Senior Manager,16,139853
39,Female,PhD,Sales Associate,19,164175
22,Female,Bachelor's,Data Analyst,21,167354
50,Female,Master's,Sales Associate,19,158302
47,Male,Bachelor's,Software Engineer,9,88790
47,Male,Bachelor's,Data Analyst,25,191505
38,Female,PhD,Software Engineer,11,106798
37,Male,Bachelor's,Data Analyst,1,26378
32,Female,PhD,Data Analyst,9,99885
57,Female,Bachelor's,Senior Manager,3,47577
36,Male,Bachelor's,Senior Manager,3,54742
43,Female,Bachelor's,Data Analyst,7,78994
39,Male,Bachelor's,Sales Associate,1,35728
47,Male,PhD,Data Analyst,17,154199
59,Male,Bachelor's,Senior Manager,2,45319
44,Female,PhD,Data Analyst,5,69151
37,Female,PhD,Software Engineer,2,37217
45,Male,PhD,Software Engineer,2,46192
23,Female,PhD,Sales Associate,7,86139
56,Male,PhD,Software Engineer,14,130082
28,Male,PhD,Sales Associate,24,185730
43,Female,Master's,Software Engineer,22,171937
36,Female,Master's,Data Analyst,22,176537
54,Male,PhD,Data Analyst,4,56308
59,Male,PhD,Software Engineer,7,77160
24,Male,PhD,Software Engineer,2,39867
30,Female,Bachelor's,Data Analyst,19,157043
54,Male,Master's,Software Engineer,2,37995
39,Male,Bachelor's,Senior Manager,14,129331
46,Female,PhD,Senior Manager,6,70581
36,Female,Master's,Data Analyst,6,72567
42,Female,Master's,Senior Manager,25,198585
32,Female,Master's,Director,19,156706
44,Male,Master's,Senior Manager,21,167749
38,Male,Master's,Data Analyst,14,132009
48,Female,Master's,Director,22,183149
45,Female,PhD,Director,16,145394
27,Female,Master's,Data Analyst,24,184625
29,Male,Master's,Senior Manager,7,77898
23,Female,Bachelor's,Director,15,132760
36,Male,Master's,Data Analyst,17,148597
32,Male,Master's,Senior Manager,10,113648
25,Female,Master's,Sales Associate,22,179217
48,Female,Master's,Director,24,201733
49,Female,Master's,Software Engineer,12,122714
47,Female,Bachelor's,Director,10,88270
31,Male,PhD,Data Analyst,12,112363
46,Male,Bachelor's,Software Engineer,21,174500
36,Female,PhD,Software Engineer,16,144207
22,Male,Master's,Director,1,36949
59,Male,Bachelor's,Data Analyst,14,118053
49,Female,Master's,Sales Associate,0,22374
31,Female,Master's,Senior Manager,19,163676
34,Male,Master's,Senior Manager,8,87864
56,Male,Bachelor's,Software Engineer,12,121292
32,Female,PhD,Software Engineer,20,166933
26,Male,PhD,Software Engineer,1,40793
54,Male,Bachelor's,Sales Associate,4,61863
49,Female,Master's,Senior Manager,10,101848
43,Female,PhD,Director,6,77514
43,Female,Master's,Senior Manager,8,89286
48,Female,Master's,Director,25,195024
57,Female,PhD,Senior Manager,21,171205
53,Male,PhD,Sales Associate,22,175119
31,Male,Bachelor's,Senior Manager,23,181067
46,Male,PhD,Software Engineer,9,85709
48,Male,PhD,Director,7,79052
53,Female,Master's,Sales Associate,6,72082
57,Female,Bachelor's,Data Analyst,21,173090
24,Male,PhD,Software Engineer,17,142459
26,Female,Master's,Software Engineer,6,73427
26,Female,PhD,Sales Associate,9,97254
48,Male,Bachelor's,Senior Manager,13,125424
57,Male,Master's,Senior Manager,13,121832
44,Female,PhD,Senior Manager,22,187970
44,Male,Bachelor's,Sales Associate,10,102972
54,Male,Bachelor's,Data Analyst,23,181197
60,Female,PhD,Data Analyst,11,106972
58,Male,PhD,Data Analyst,19,163487
45,Male,Bachelor's,Software Engineer,23,184253
60,Male,Master's,Director,23,182919
49,Male,Bachelor's,Director,1,36470
49,Male,Master's,Senior Manager,5,64720
26,Male,Bachelor's,Data Analyst,12,109654
33,Female,Bachelor's,Sales Associate,11,114872
44,Female,PhD,Software Engineer,16,140692
49,Female,PhD,Sales Associate,24,188618
30,Female,Bachelor's,Sales Associate,3,52263
53,Female,Bachelor's,Senior Manager,11,118295
55,Male,Bachelor's,Sales Associate,5,62221
54,Male,Master's,Software Engineer,22,169299
42,Female,PhD,Sales Associate,24,191154
35,Female,Bachelor's,Sales Associate,12,118570
54,Male,Bachelor's,Sales Associate,3,45483
50,Female,Bachelor's,Software Engineer,20,167667
23,Female,Master's,Director,17,151500
41,Female,Bachelor's,Senior Manager,9,92843
53,Female,PhD,Software Engineer,22,186489
44,Male,PhD,Software Engineer,24,190645
32,Female,Master's,Sales Associate,14,137548
23,Male,Bachelor's,Sales Associate,14,130719
31,Female,PhD,Software Engineer,7,80212
45,Female,Bachelor's,Senior Manager,15,124085
32,Male,Bachelor's,Software Engineer,11,115372
22,Male,PhD,Senior Manager,8,89989
25,Female,Master's,Software Engineer,2,45008
36,Female,Bachelor's,Software Engineer,6,82629
40,Male,Bachelor's,Director,5,75021
51,Male,PhD,Senior Manager,14,115964
43,Male,Bachelor's,Sales Associate,15,127543
52,Female,Bachelor's,Senior Manager,15,136098
28,Male,Bachelor's,Senior Manager,10,105392
35,Male,PhD,Senior Manager,11,107690
42,Male,Master's,Data Analyst,21,173621
23,Female,Master's,Senior Manager,12,113430
59,Female,PhD,Director,25,189652
57,Female,Bachelor's,Senior Manager,11,108927
47,Male,PhD,Data Analyst,16,142773
